Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,81,84,95,103,126,150,147,151,212,252,259,263,270
Expenses+,76,79,87,95,116,139,133,135,193,230,226,226,228
Operating Profit,5,5,8,9,10,11,14,16,19,22,33,38,41
OPM %,6%,6%,9%,8%,8%,7%,9%,10%,9%,9%,13%,14%,15%
Other Income+,1,1,2,2,2,2,1,2,1,1,2,3,0
Interest,1,1,2,3,3,3,3,2,2,3,2,1,1
Depreciation,2,1,3,2,3,3,4,4,4,5,5,5,5
Profit before tax,3,4,5,6,7,6,9,11,14,15,27,35,35
Tax %,11%,34%,33%,36%,34%,28%,29%,23%,30%,23%,24%,25%,
Net Profit+,3,3,4,4,5,4,6,8,10,12,21,26,26
EPS in Rs,0.28,0.26,0.35,0.34,0.45,0.43,0.59,0.80,0.93,1.12,1.97,2.48,2.49
Dividend Payout %,0%,0%,29%,29%,23%,24%,0%,13%,11%,9%,8%,6%,
