Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,579","3,982","3,868","3,982","4,188","4,462","4,525","4,841","5,100","5,226","5,680","6,040","5,878"
Expenses+,"2,915","3,159","2,929","3,038","3,074","3,226","3,323","3,331","3,534","3,679","3,779","4,082","4,008"
Operating Profit,664,823,940,944,"1,114","1,236","1,202","1,510","1,566","1,547","1,901","1,958","1,870"
OPM %,19%,21%,24%,24%,27%,28%,27%,31%,31%,30%,33%,32%,32%
Other Income+,115,32,7,41,26,68,49,30,26,42,57,139,72
Interest,0,0,0,0,0,2,10,7,6,5,5,4,4
Depreciation,51,75,111,133,157,159,198,182,177,175,172,163,154
Profit before tax,728,780,835,851,983,"1,143","1,043","1,350","1,409","1,410","1,781","1,930","1,784"
Tax %,26%,28%,30%,32%,32%,32%,22%,23%,23%,26%,26%,26%,
Net Profit+,540,559,581,577,673,776,816,"1,035","1,078","1,047","1,324","1,437","1,326"
EPS in Rs,19.85,20.55,21.37,21.23,24.76,28.52,30.02,38.07,39.65,38.50,48.67,52.83,48.75
Dividend Payout %,68%,58%,47%,47%,97%,81%,93%,100%,101%,101%,119%,97%,
