Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,013","3,636","3,111","2,947",324,182,16,0,4,229,451,498,566
Expenses+,"2,689","3,325","3,024","2,926","3,479",841,828,254,41,229,434,460,527
Operating Profit,324,311,87,21,"-3,154",-658,-812,-254,-36,-0,17,38,39
OPM %,11%,9%,3%,1%,-973%,-361%,"-4,948%",,-826%,-0%,4%,8%,7%
Other Income+,5,28,55,55,3,6,0,0,1,2,12,7,12
Interest,238,319,485,671,"1,021","1,106","1,501","1,495",0,0,2,0,0
Depreciation,36,40,53,54,29,27,16,10,7,5,7,8,10
Profit before tax,55,-20,-395,-649,"-4,201","-1,785","-2,329","-1,759",-42,-4,20,35,40
Tax %,32%,-52%,0%,9%,-0%,-0%,0%,0%,0%,0%,-48%,-0%,
Net Profit+,38,-9,-396,-704,"-4,201","-1,785","-2,329","-1,759",-42,-4,29,36,42
EPS in Rs,2.94,-0.73,-23.11,-41.12,-245.22,-104.17,-135.95,-102.67,-0.43,-0.04,0.25,0.30,0.34
Dividend Payout %,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
