Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,60,61,77,74,77,80,82,110,93,102,100,119,112
Expenses+,54,57,67,68,71,75,76,81,87,98,99,109,107
Operating Profit,6,4,10,6,5,4,6,30,6,4,1,10,5
OPM %,10%,7%,14%,8%,7%,5%,7%,27%,7%,4%,1%,8%,5%
Other Income+,2,1,1,1,1,1,1,1,2,3,4,7,8
Interest,1,1,1,1,0,1,1,1,0,0,1,1,1
Depreciation,2,3,4,4,3,3,2,2,3,3,4,4,4
Profit before tax,5,1,6,2,3,2,3,28,5,4,0,12,8
Tax %,16%,34%,24%,10%,29%,23%,42%,-0%,17%,84%,108%,17%,
Net Profit+,4,1,5,2,2,1,2,28,4,1,-0,10,6
EPS in Rs,32.87,8.26,40.35,14.54,15.92,12.05,14.20,241.07,35.71,5.16,-0.09,86.55,54.02
Dividend Payout %,6%,24%,5%,14%,13%,17%,14%,1%,6%,39%,"-2,320%",2%,
