Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,6.05,10.27,3.55,7.85,7.40,10.54,9.49,6.45,6.39,5.22,37.87,11.36,7.27
Expenses+,3.80,6.77,8.95,9.97,6.77,10.07,10.14,5.72,6.46,6.35,31.43,49.21,20.08
Operating Profit,2.25,3.50,-5.40,-2.12,0.63,0.47,-0.65,0.73,-0.07,-1.13,6.44,-37.85,-12.81
OPM %,37.19%,34.08%,-152.11%,-27.01%,8.51%,4.46%,-6.85%,11.32%,-1.10%,-21.65%,17.01%,-333.19%,-176.20%
Other Income+,0.00,-0.44,0.03,-0.16,0.02,0.11,0.02,0.11,0.09,0.20,2.29,37.85,13.36
Interest,0.00,0.12,0.24,0.09,0.05,0.03,0.03,0.01,0.08,1.50,1.78,1.93,1.81
Depreciation,0.76,0.78,0.68,1.71,0.53,0.57,0.89,0.77,0.26,0.05,0.53,0.62,0.61
Profit before tax,1.49,2.16,-6.29,-4.08,0.07,-0.02,-1.55,0.06,-0.32,-2.48,6.42,-2.55,-1.87
Tax %,0.00%,2.31%,0.48%,0.49%,42.86%,300.00%,5.16%,200.00%,25.00%,0.00%,90.03%,91.37%,
Net Profit+,1.49,2.11,-6.31,-4.10,0.05,-0.08,-1.63,-0.05,-0.40,-2.48,0.64,-4.88,-4.08
EPS in Rs,0.31,0.58,-4.68,-3.07,0.04,-0.06,-1.22,-0.04,-0.30,-1.86,0.29,-3.85,-3.01
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
