Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,028","1,943","1,890","2,138","2,249","2,618","2,358","2,258","3,184","2,678","2,841","2,778","2,700"
Expenses+,"1,826","1,741","1,590","1,758","1,797","2,074","1,940","1,969","2,652","2,407","2,240","2,264","2,211"
Operating Profit,202,202,300,381,452,544,418,289,532,271,602,514,489
OPM %,10%,10%,16%,18%,20%,21%,18%,13%,17%,10%,21%,19%,18%
Other Income+,1,21,16,13,17,36,-12,14,18,75,15,-30,-28
Interest,85,87,95,96,107,163,195,177,181,257,296,316,306
Depreciation,54,45,67,58,72,109,126,152,158,164,158,151,152
Profit before tax,63,91,154,239,290,308,85,-26,210,-75,163,17,2
Tax %,14%,-3%,19%,24%,31%,36%,84%,101%,33%,-15%,31%,-336%,
Net Profit+,55,94,125,182,202,197,13,-53,141,-64,113,76,66
EPS in Rs,6.43,9.69,12.72,18.50,20.48,19.99,1.35,-5.42,14.30,-6.51,11.46,6.05,5.76
Dividend Payout %,23%,21%,20%,14%,12%,25%,37%,-9%,4%,0%,2%,4%,
