Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,142,148,159,175,189,204,205,81,139,264,294,319,325
Expenses+,121,127,138,155,158,169,174,92,115,182,218,246,249
Operating Profit,21,21,21,20,32,35,31,-11,24,82,76,73,76
OPM %,15%,14%,13%,11%,17%,17%,15%,-14%,17%,31%,26%,23%,23%
Other Income+,-32,4,5,13,9,15,15,1,42,16,19,24,23
Interest,19,16,15,16,16,14,16,16,17,16,18,17,16
Depreciation,14,15,14,16,16,14,19,19,19,18,20,21,21
Profit before tax,-44,-6,-3,0,9,21,11,-46,30,64,57,59,62
Tax %,-9%,17%,30%,"3,892%",74%,38%,53%,-13%,10%,26%,17%,28%,
Net Profit+,-40,-7,-4,-5,2,13,5,-40,27,49,51,47,50
EPS in Rs,-13.77,-1.42,-0.48,-1.67,1.23,4.36,1.79,-11.84,10.71,17.15,17.68,17.23,18.00
Dividend Payout %,-1%,0%,0%,-60%,122%,46%,0%,0%,0%,12%,14%,15%,
