Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,279,278,263,253,291,265,296,381,432,472,516,622,653
Expenses+,221,223,216,210,245,222,254,325,386,424,461,554,574
Operating Profit,58,55,46,42,46,44,42,57,47,48,55,68,79
OPM %,21%,20%,18%,17%,16%,16%,14%,15%,11%,10%,11%,11%,12%
Other Income+,1,1,1,-0,2,3,5,0,4,9,3,5,0
Interest,25,24,25,23,29,29,26,26,24,23,22,19,20
Depreciation,9,10,11,7,2,2,5,6,6,8,8,9,10
Profit before tax,25,22,12,12,17,16,16,25,20,25,28,44,48
Tax %,26%,13%,33%,54%,46%,50%,46%,30%,36%,37%,35%,25%,
Net Profit+,19,19,8,5,9,8,8,16,12,16,18,33,36
EPS in Rs,12.50,12.96,5.56,5.43,8.06,7.60,7.49,13.81,10.22,13.17,14.94,26.16,28.28
Dividend Payout %,16%,15%,27%,37%,29%,24%,7%,6%,8%,8%,7%,5%,
