Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,677,507,311,359,385,452,316,285,568,650,654,659,659
Expenses+,655,512,312,354,388,445,329,276,522,611,602,590,593
Operating Profit,22,-5,-1,6,-3,7,-13,9,46,39,52,68,66
OPM %,3%,-1%,-0%,2%,-1%,2%,-4%,3%,8%,6%,8%,10%,10%
Other Income+,-1,9,14,-30,10,46,-1,2,7,12,1,0,7
Interest,34,32,27,37,37,38,31,32,26,22,23,32,34
Depreciation,25,28,25,23,22,21,21,20,20,18,14,18,19
Profit before tax,-38,-56,-39,-84,-52,-5,-66,-42,8,11,17,19,20
Tax %,5%,2%,0%,-15%,0%,1%,-0%,-0%,-0%,0%,6%,5%,
Net Profit+,-40,-57,-39,-72,-52,-5,-66,-42,8,11,16,18,13
EPS in Rs,-32.36,-46.12,-29.50,-44.86,-24.94,-1.83,-24.43,-13.53,2.03,2.85,4.21,4.18,3.13
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
