Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,831,885,832,716,610,595,460,327,411,384,325,314,394
Expenses+,845,883,813,692,606,596,506,376,450,421,368,349,369
Operating Profit,-14,2,19,24,4,-2,-46,-49,-39,-37,-43,-35,26
OPM %,-2%,0%,2%,3%,1%,-0%,-10%,-15%,-10%,-10%,-13%,-11%,7%
Other Income+,2,2,-1,2,253,2,28,-3,7,-11,5,-448,-446
Interest,150,50,12,8,14,22,23,54,64,73,96,70,46
Depreciation,47,70,63,50,81,39,31,31,30,29,29,188,184
Profit before tax,-209,-116,-57,-32,162,-61,-71,-136,-126,-151,-163,-741,-650
Tax %,1%,2%,2%,4%,-14%,-2%,2%,3%,0%,0%,0%,0%,
Net Profit+,-211,-118,-58,-34,185,-60,-72,-140,-126,-151,-163,-741,-650
EPS in Rs,-38.59,-21.82,-11.00,-6.10,26.29,-7.47,-10.05,-19.05,-17.55,-21.05,-22.68,-32.40,-94.72
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
