Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,185,238,309,365,477,605,710,627,690,980,"1,289","1,597","1,794"
Interest,80,113,142,165,187,225,299,286,340,498,650,770,837
Expenses+,55,62,82,92,118,138,175,143,132,209,297,403,496
Financing Profit,50,63,85,107,171,242,236,198,218,273,342,424,461
Financing Margin %,27%,26%,27%,29%,36%,40%,33%,32%,32%,28%,27%,27%,26%
Other Income+,0,0,-0,-0,-2,-2,-3,0,1,1,2,3,4
Depreciation,1,1,1,1,2,2,3,3,2,3,4,6,6
Profit before tax,50,62,84,106,168,238,230,196,217,272,340,421,459
Tax %,33%,34%,35%,35%,37%,35%,27%,26%,26%,24%,25%,25%,
Net Profit+,33,41,55,69,105,155,168,146,161,206,254,314,342
EPS in Rs,6.79,8.33,11.29,5.32,6.41,9.36,10.21,8.80,9.71,12.39,15.31,17.11,18.61
Dividend Payout %,17%,19%,20%,20%,19%,18%,26%,6%,10%,10%,23%,10%,
