Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,217","1,567","1,646","1,668",912,"1,412","1,420","1,165","1,563","1,663","2,180","2,488","2,553"
Expenses+,"1,945","1,355","1,403","1,421",848,"1,266","1,265","1,050","1,413","1,530","1,994","2,284","2,349"
Operating Profit,272,211,243,247,64,146,156,115,150,133,185,204,204
OPM %,12%,13%,15%,15%,7%,10%,11%,10%,10%,8%,9%,8%,8%
Other Income+,4,15,7,4,86,6,-48,6,12,12,12,16,28
Interest,64,38,31,19,8,19,21,17,12,9,43,43,50
Depreciation,60,47,50,51,18,22,26,23,26,26,55,60,61
Profit before tax,153,141,170,181,124,111,61,81,125,111,100,117,120
Tax %,23%,12%,24%,31%,11%,28%,22%,25%,24%,17%,30%,22%,
Net Profit+,118,124,128,125,111,80,47,61,95,91,70,92,85
EPS in Rs,9.76,10.31,10.63,10.23,9.02,6.50,3.85,4.97,7.73,7.44,5.66,7.34,6.84
Dividend Payout %,6%,6%,6%,6%,7%,6%,10%,8%,6%,7%,9%,7%,
