Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,735,593,621,704,650,771,768,568,909,683,715,421,431
Expenses+,678,544,580,666,615,735,725,529,830,646,683,402,405
Operating Profit,57,50,41,38,35,36,43,39,79,37,32,19,26
OPM %,8%,8%,7%,5%,5%,5%,6%,7%,9%,5%,5%,4%,6%
Other Income+,0,0,0,1,2,2,3,7,3,14,25,25,22
Interest,24,19,13,13,11,14,34,31,29,26,30,21,19
Depreciation,11,12,13,12,8,12,23,24,24,23,22,20,18
Profit before tax,23,18,15,14,18,12,-11,-9,29,2,6,3,11
Tax %,35%,34%,32%,35%,34%,32%,-38%,-29%,37%,58%,16%,-59%,
Net Profit+,15,12,10,9,12,8,-7,-6,18,1,5,5,8
EPS in Rs,6.63,5.34,4.66,4.06,5.25,3.76,-2.98,-2.66,7.88,0.34,2.24,2.32,3.56
Dividend Payout %,14%,19%,29%,34%,29%,20%,0%,0%,6%,0%,0%,0%,
