Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,332,347,357,376,404,480,457,295,335,411,503,542,531
Expenses+,277,277,307,302,349,429,364,262,286,369,417,488,482
Operating Profit,54,70,50,74,55,51,92,34,49,42,86,55,49
OPM %,16%,20%,14%,20%,14%,11%,20%,11%,15%,10%,17%,10%,9%
Other Income+,5,14,21,12,2,9,29,22,41,36,22,51,50
Interest,21,17,15,23,21,14,24,18,17,21,34,33,31
Depreciation,29,26,30,38,38,39,94,83,80,75,72,70,69
Profit before tax,9,42,26,24,-1,7,3,-45,-7,-18,2,3,-1
Tax %,38%,45%,50%,34%,86%,3%,18%,-36%,-28%,-10%,48%,120%,
Net Profit+,5,23,13,16,-2,7,2,-29,-5,-17,1,-1,-4
EPS in Rs,3.92,16.51,9.22,11.36,-1.23,5.01,1.49,-20.91,-3.53,-11.88,0.86,-0.46,-2.82
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
