Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,0,0,0,7,381,683,703,313,399,386,220,119,111
Expenses+,0,0,0,27,382,705,687,391,401,390,245,147,136
Operating Profit,0,0,0,-20,-2,-22,16,-78,-2,-4,-25,-28,-25
OPM %,,,,-304%,-0%,-3%,2%,-25%,-0%,-1%,-12%,-23%,-22%
Other Income+,0,0,0,0,2,1,0,66,82,40,-2,37,24
Interest,0,0,0,0,3,4,40,34,23,22,22,17,16
Depreciation,0,0,0,0,0,0,57,57,43,36,36,27,26
Profit before tax,0,0,0,-20,-3,-26,-81,-103,14,-21,-86,-35,-42
Tax %,,,,-1%,-28%,3%,0%,-0%,0%,0%,0%,0%,
Net Profit+,0,0,0,-20,-2,-27,-81,-103,14,-21,-86,-35,-42
EPS in Rs,,,,-401.20,-0.15,-2.04,-5.45,-6.34,0.84,-1.23,-5.01,-1.89,-2.27
Dividend Payout %,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,
