Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,468","1,717","2,063","2,153","1,859","1,934","2,080","2,519","2,842","3,012","3,557","4,151","4,195"
Expenses+,"1,306","1,468","1,646","1,828","1,696","1,778","1,897","2,141","2,403","2,556","2,995","3,616","3,749"
Operating Profit,161,249,417,325,163,156,183,379,439,455,562,535,446
OPM %,11%,14%,20%,15%,9%,8%,9%,15%,15%,15%,16%,13%,11%
Other Income+,28,39,48,103,99,10,-44,32,135,30,41,38,50
Interest,50,65,55,42,35,36,39,28,47,62,70,123,135
Depreciation,20,16,30,33,33,35,43,43,41,65,83,117,144
Profit before tax,120,207,379,353,194,95,57,340,486,359,450,334,218
Tax %,8%,30%,34%,34%,36%,37%,-29%,27%,26%,23%,25%,26%,
Net Profit+,110,146,251,232,125,60,73,249,359,277,338,246,165
EPS in Rs,6.20,7.38,12.74,11.76,6.39,3.05,3.74,12.70,18.17,13.97,17.06,12.42,8.32
Dividend Payout %,0%,0%,3%,7%,13%,20%,16%,12%,11%,14%,13%,16%,
