Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,061","1,188","1,296","1,231","1,476","1,661","1,424","1,693","2,108","2,254","2,846","2,529","2,514"
Expenses+,933,"1,020","1,033","1,010","1,219","1,429","1,232","1,328","1,733","2,079","2,491","2,196","2,139"
Operating Profit,127,168,263,220,256,232,192,364,375,174,355,333,376
OPM %,12%,14%,20%,18%,17%,14%,13%,22%,18%,8%,12%,13%,15%
Other Income+,21,13,4,9,2,8,4,27,38,38,69,36,41
Interest,46,51,52,51,45,41,60,47,35,39,42,34,31
Depreciation,47,48,48,63,71,76,96,92,87,90,89,85,87
Profit before tax,54,81,167,116,143,124,39,252,292,84,293,250,298
Tax %,8%,16%,30%,17%,22%,12%,-47%,25%,18%,-7%,6%,-1%,
Net Profit+,50,67,117,98,113,110,58,185,240,91,280,253,291
EPS in Rs,2.68,3.91,7.24,5.94,6.94,6.38,2.10,12.64,14.59,3.24,14.63,11.41,13.84
Dividend Payout %,56%,19%,14%,34%,14%,16%,7%,16%,7%,3%,7%,2%,
