Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,112,118,121,132,175,190,126,150,201,239,293,228,214
Expenses+,85,91,107,104,146,159,113,125,171,211,253,200,185
Operating Profit,27,27,14,28,29,31,12,25,30,29,40,28,29
OPM %,24%,23%,12%,21%,16%,16%,10%,17%,15%,12%,14%,12%,14%
Other Income+,2,3,12,0,1,1,0,1,1,6,2,1,1
Interest,19,18,15,17,14,13,12,12,12,11,11,15,16
Depreciation,9,9,7,8,8,9,9,8,9,9,10,14,14
Profit before tax,1,3,4,3,7,10,-8,5,9,15,21,1,0
Tax %,57%,71%,39%,36%,34%,34%,-42%,27%,32%,33%,33%,39%,
Net Profit+,0,1,2,2,5,7,-5,4,6,10,14,1,-0
EPS in Rs,0.39,0.64,1.45,1.24,2.63,3.78,-2.61,2.21,3.55,5.40,7.49,0.28,0.04
Dividend Payout %,128%,79%,34%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
