Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,766","1,962","2,343","2,281",511,154,213,203,164,159,122,128,122
Expenses+,"1,574","1,718","2,079","2,259",454,224,267,99,133,102,70,83,226
Operating Profit,192,243,263,22,57,-70,-54,104,32,58,53,45,-104
OPM %,11%,12%,11%,1%,11%,-46%,-25%,51%,19%,36%,43%,35%,-85%
Other Income+,4,3,19,38,230,-197,387,129,96,142,131,398,161
Interest,80,107,138,159,252,19,67,162,116,178,160,214,67
Depreciation,14,20,33,27,23,20,55,96,67,72,63,61,58
Profit before tax,103,119,112,-126,12,-306,212,-25,-55,-51,-39,169,-67
Tax %,25%,31%,22%,-49%,-58%,-14%,-25%,-357%,-100%,-0%,-0%,-0%,
Net Profit+,77,82,87,-64,19,-264,265,63,0,-51,-39,169,-67
EPS in Rs,22.00,19.66,20.95,-15.48,5.47,-25.19,25.32,6.05,0.01,-4.82,-3.75,13.83,-5.26
Dividend Payout %,7%,8%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
