Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,122,141,78,124,222,194,273,229,260,110,305,465,520
Expenses+,124,146,101,140,182,161,207,173,194,129,263,399,449
Operating Profit,-2,-6,-24,-16,41,33,67,55,66,-19,42,66,71
OPM %,-2%,-4%,-30%,-13%,18%,17%,24%,24%,25%,-17%,14%,14%,14%
Other Income+,2,6,27,21,-7,1,-3,-7,3,-1,6,12,12
Interest,9,9,11,8,6,6,3,1,1,2,2,4,4
Depreciation,14,18,18,15,17,19,20,23,28,22,17,18,18
Profit before tax,-23,-27,-25,-18,10,9,41,25,41,-45,29,56,61
Tax %,0%,0%,7%,1%,2%,1%,28%,8%,5%,-0%,11%,25%,
Net Profit+,-23,-27,-27,-18,10,9,29,23,39,-44,26,42,46
EPS in Rs,-10.50,-12.10,-12.12,-6.98,2.71,2.39,7.68,5.93,10.19,-11.65,6.22,9.41,10.18
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,11%,
