Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,454","5,689","3,225","1,739","2,265","3,292","1,231",780,876,721,316,311,319
Expenses+,"5,276","5,525","3,386","1,603","2,578","3,498","1,083",831,867,528,234,133,137
Operating Profit,178,164,-161,136,-313,-206,148,-51,9,193,82,178,182
OPM %,3%,3%,-5%,8%,-14%,-6%,12%,-7%,1%,27%,26%,57%,57%
Other Income+,-114,90,83,137,528,48,65,214,247,158,203,340,354
Interest,145,93,104,78,85,65,30,8,3,0,0,0,5
Depreciation,15,8,12,12,12,15,17,19,21,22,7,9,4
Profit before tax,-95,152,-194,183,117,-237,167,136,233,329,278,508,527
Tax %,-35%,32%,27%,24%,34%,29%,42%,17%,15%,26%,41%,20%,
Net Profit+,-62,103,-247,139,77,-307,97,113,199,242,165,407,425
EPS in Rs,-70.48,117.51,-280.80,79.06,21.94,-43.62,13.78,16.05,28.28,34.37,23.44,57.82,60.38
Dividend Payout %,0%,18%,-7%,25%,34%,-17%,0%,27%,46%,44%,66%,70%,
