Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,651,930,"1,456","1,752","1,481","1,125","1,609","1,563","1,998","2,526","2,220","1,793","1,906"
Expenses+,503,802,"1,251","1,404","1,270",943,"1,378","1,352","1,780","2,221","1,914","1,583","1,680"
Operating Profit,148,128,204,348,211,182,231,211,218,304,306,210,226
OPM %,23%,14%,14%,20%,14%,16%,14%,13%,11%,12%,14%,12%,12%
Other Income+,-2,16,3,6,5,8,4,9,3,39,7,26,34
Interest,62,93,116,97,34,30,44,39,32,49,32,16,9
Depreciation,52,51,62,69,70,67,65,66,68,74,58,59,61
Profit before tax,32,0,30,187,112,93,126,115,122,220,224,162,189
Tax %,11%,-209%,-7%,22%,22%,18%,24%,20%,34%,35%,32%,35%,
Net Profit+,29,1,32,145,87,76,96,92,80,143,152,105,122
EPS in Rs,25.08,0.90,27.73,115.77,69.59,60.56,76.27,73.48,63.78,114.35,121.45,83.47,97.23
Dividend Payout %,50%,278%,27%,11%,14%,17%,13%,14%,16%,11%,10%,15%,
