Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,25,32,66,101,99,103,106,109,112,182,206,199,195
Expenses+,23,27,54,79,82,80,92,99,95,162,185,225,214
Operating Profit,2,6,11,22,17,23,14,11,17,20,21,-27,-19
OPM %,8%,18%,17%,22%,17%,22%,13%,10%,15%,11%,10%,-13%,-10%
Other Income+,1,1,1,4,1,1,2,7,2,3,5,5,5
Interest,0,0,0,1,2,1,2,1,1,4,9,9,7
Depreciation,1,3,6,4,3,3,8,7,7,9,10,15,16
Profit before tax,2,4,7,21,12,20,5,9,12,10,8,-46,-36
Tax %,41%,15%,-38%,22%,-6%,5%,12%,6%,17%,20%,31%,4%,
Net Profit+,1,3,9,16,13,19,5,9,10,8,6,-48,-39
EPS in Rs,0.57,1.59,4.62,8.30,5.27,9.60,2.43,4.49,4.99,4.15,2.84,-24.48,-19.88
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
