Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"17,714","19,913","18,149","17,620","16,772","16,525","17,068","17,100","16,725","17,838","20,969","23,109","23,848"
Expenses+,"15,708","16,919","15,714","15,214","14,359","13,780","13,779","12,840","12,498","13,520","16,739","18,540","19,235"
Operating Profit,"2,006","2,994","2,434","2,406","2,412","2,745","3,289","4,261","4,227","4,318","4,230","4,569","4,613"
OPM %,11%,15%,13%,14%,14%,17%,19%,25%,25%,24%,20%,20%,19%
Other Income+,717,291,82,"1,294",-116,62,-321,82,338,440,47,"1,033",835
Interest,427,751,409,367,344,397,471,420,360,432,644,729,748
Depreciation,"1,852","2,161","1,864","1,866","1,906","2,068","2,358","2,314","2,205","2,262","2,470","2,592","2,654"
Profit before tax,444,373,243,"1,467",46,343,140,"1,609","2,000","2,063","1,163","2,281","2,047"
Tax %,77%,99%,96%,16%,778%,80%,162%,22%,26%,14%,18%,21%,
Net Profit+,103,3,10,"1,235",-326,-80,-85,"1,252","1,485","1,801",970,"1,837","1,650"
EPS in Rs,3.56,0.05,0.30,43.26,-11.53,-2.89,-3.02,43.88,51.99,63.02,33.98,64.43,57.87
Dividend Payout %,126%,"12,151%","1,412%",14%,-39%,-156%,-133%,32%,40%,33%,49%,39%,
