Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,636,746,692,735,847,865,"1,015","1,191","1,633","2,116","1,779","1,235","1,374"
Expenses+,625,701,636,679,798,852,946,"1,078","1,495","1,922","1,762","1,297","1,392"
Operating Profit,11,44,56,56,49,14,69,113,138,193,17,-62,-17
OPM %,2%,6%,8%,8%,6%,2%,7%,10%,8%,9%,1%,-5%,-1%
Other Income+,16,26,18,41,20,27,8,15,13,10,10,37,16
Interest,28,35,37,38,33,34,29,28,27,47,76,65,56
Depreciation,22,25,27,28,20,20,24,25,25,28,27,29,30
Profit before tax,-23,10,11,31,15,-13,24,75,100,128,-76,-119,-88
Tax %,-9%,27%,18%,-4%,25%,-48%,30%,32%,26%,26%,-23%,-23%,
Net Profit+,-21,8,10,33,12,-7,17,51,73,95,-59,-92,-71
EPS in Rs,-1.32,0.54,0.62,2.09,0.74,-0.42,0.87,2.60,3.70,4.77,-2.96,-4.58,-3.53
Dividend Payout %,0%,19%,16%,6%,17%,0%,12%,15%,15%,15%,0%,0%,
