Metric,Mar 2007,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,122,80,531,475,556,667,625,296,315,513,527,723,741
Expenses+,119,82,455,416,483,585,554,304,332,477,487,670,686
Operating Profit,3,-1,76,60,73,81,71,-8,-16,36,40,52,55
OPM %,2%,-2%,14%,13%,13%,12%,11%,-3%,-5%,7%,8%,7%,7%
Other Income+,17,16,1,2,3,7,3,2,1,2,2,2,2
Interest,6,9,1,1,0,1,1,1,8,16,13,10,10
Depreciation,3,3,5,5,5,6,6,7,10,16,18,18,18
Profit before tax,11,3,72,56,69,82,67,-13,-33,6,11,27,29
Tax %,37%,53%,34%,34%,33%,35%,22%,-22%,-23%,46%,34%,31%,
Net Profit+,7,1,47,37,48,55,54,-8,-25,3,7,18,20
EPS in Rs,,,21.60,16.73,21.82,25.09,24.43,-3.73,-11.37,1.68,3.24,7.79,8.38
Dividend Payout %,12%,45%,25%,25%,24%,16%,6%,0%,0%,0%,0%,0%,
