Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,82,117,105,109,156,147,135,160,272,215,314,360,293
Expenses+,76,82,82,85,111,124,137,134,217,189,258,282,277
Operating Profit,6,34,24,24,45,23,-3,26,55,25,56,79,17
OPM %,8%,29%,22%,22%,29%,15%,-2%,16%,20%,12%,18%,22%,6%
Other Income+,1,-36,0,0,0,3,0,2,1,1,2,1,22
Interest,5,5,4,3,4,7,7,3,3,4,5,7,9
Depreciation,4,4,4,4,5,7,8,8,8,9,10,12,12
Profit before tax,-3,-11,17,16,37,12,-17,17,46,12,44,61,18
Tax %,40%,49%,28%,26%,22%,31%,-29%,32%,24%,-12%,27%,6%,
Net Profit+,-4,-16,12,12,29,9,-13,11,34,14,32,57,22
EPS in Rs,-1.62,-6.44,4.92,4.99,11.66,3.55,-5.11,4.52,13.72,5.71,13.14,22.40,8.84
Dividend Payout %,0%,0%,20%,20%,17%,28%,0%,22%,9%,18%,11%,18%,
