Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,4.64,0.00,0.00,0.00,0.95,1.45,1.18,1.46,10.86,2.76,4.28,5.45,5.92
Expenses+,30.85,6.17,-7.96,-1.73,0.41,0.79,1.26,0.90,3.43,1.56,2.71,3.87,4.33
Operating Profit,-26.21,-6.17,7.96,1.73,0.54,0.66,-0.08,0.56,7.43,1.20,1.57,1.58,1.59
OPM %,-564.87%,,,,56.84%,45.52%,-6.78%,38.36%,68.42%,43.48%,36.68%,28.99%,26.86%
Other Income+,23.90,2.64,-2.13,0.02,0.00,-0.67,0.17,0.00,0.00,0.00,0.00,0.00,0.00
Interest,9.68,9.03,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Depreciation,2.44,2.54,0.00,0.00,0.00,0.00,0.00,0.30,1.11,0.90,0.72,0.57,0.56
Profit before tax,-14.43,-15.10,-1.17,1.75,0.54,-0.01,0.09,0.26,6.32,0.30,0.85,1.00,1.03
Tax %,0.35%,0.00%,0.00%,0.00%,18.52%,"2,000.00%",22.22%,26.92%,27.85%,26.67%,27.06%,28.00%,
Net Profit+,-14.48,-15.10,-1.17,1.75,0.44,-0.21,0.06,0.19,4.55,0.22,0.62,0.72,0.77
EPS in Rs,-2.93,-3.05,-0.24,0.35,0.09,-0.04,0.01,0.03,0.74,0.04,0.10,0.12,0.12
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
