Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,144,128,117,137,132,145,121,100,121,112,132,136,139
Expenses+,119,102,89,104,105,111,111,97,101,99,110,112,115
Operating Profit,26,26,28,32,28,34,10,4,20,13,22,24,24
OPM %,18%,20%,24%,24%,21%,23%,8%,4%,17%,11%,16%,17%,17%
Other Income+,3,1,1,1,1,-2,2,3,2,1,2,1,2
Interest,19,16,15,16,14,13,12,13,10,9,10,8,8
Depreciation,19,24,15,13,17,13,11,8,6,5,5,4,4
Profit before tax,-10,-13,-1,4,-2,5,-11,-14,5,-1,8,12,13
Tax %,-4%,-29%,-106%,-2%,-61%,-1%,-3%,1%,4%,18%,20%,18%,
Net Profit+,-9,-9,0,4,-1,5,-10,-15,5,-1,7,10,11
EPS in Rs,-0.54,-0.53,0.00,0.06,-0.11,0.17,-0.46,-0.59,0.14,-0.08,0.20,0.31,0.34
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
