Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,467,772,"1,080","1,923","2,751","2,450","2,358","3,626","4,298","4,178","7,106","8,340","7,770"
Expenses+,326,516,647,915,"1,357","1,543","1,546","1,610","2,178","2,301","3,024","3,794","3,869"
Operating Profit,141,256,432,"1,008","1,394",907,812,"2,016","2,120","1,877","4,082","4,546","3,901"
OPM %,30%,33%,40%,52%,51%,37%,34%,56%,49%,45%,57%,55%,50%
Other Income+,-54,1,1,-27,1,12,8,-80,18,19,71,78,62
Interest,3,31,174,442,528,517,494,430,475,596,"1,039","1,298","1,230"
Depreciation,24,31,35,33,37,24,40,48,48,58,83,99,107
Profit before tax,59,196,225,506,829,378,285,"1,458","1,616","1,242","3,032","3,226","2,625"
Tax %,30%,27%,27%,28%,25%,25%,24%,18%,19%,25%,19%,22%,
Net Profit+,42,145,172,371,632,298,190,"1,265","1,312",935,"2,446","2,508","2,028"
EPS in Rs,0.72,2.56,2.97,6.23,10.72,5.04,3.10,21.49,21.97,15.74,40.96,41.74,33.76
Dividend Payout %,70%,29%,29%,22%,20%,42%,32%,12%,11%,16%,9%,12%,
