Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,110,124,135,146,147,165,143,137,179,210,227,234,238
Expenses+,89,100,112,120,120,134,124,114,136,154,171,181,194
Operating Profit,21,24,23,26,27,30,19,23,42,57,56,53,43
OPM %,19%,19%,17%,18%,18%,18%,13%,17%,24%,27%,25%,23%,18%
Other Income+,2,2,2,2,3,2,5,4,4,5,7,9,7
Interest,0,0,1,1,1,0,1,1,1,0,0,1,0
Depreciation,5,8,9,10,10,10,9,9,9,8,9,10,13
Profit before tax,17,17,16,17,18,22,14,17,37,53,54,51,38
Tax %,30%,20%,32%,27%,27%,30%,26%,25%,27%,24%,24%,23%,
Net Profit+,12,14,11,12,13,15,10,13,27,40,41,39,28
EPS in Rs,58.30,67.70,53.90,60.25,65.60,77.05,50.15,63.85,135.35,200.45,204.75,197.40,137.95
Dividend Payout %,43%,37%,46%,41%,38%,39%,50%,47%,48%,40%,24%,25%,
