Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,177,297,266,238,228,276,281,275,438,483,432,509,562
Expenses+,167,293,260,234,216,260,262,261,410,451,398,466,516
Operating Profit,11,4,6,4,12,16,20,14,28,32,35,43,46
OPM %,6%,1%,2%,2%,5%,6%,7%,5%,6%,7%,8%,8%,8%
Other Income+,1,1,0,3,2,2,3,1,0,3,1,1,1
Interest,4,6,7,7,7,9,12,13,13,17,22,28,29
Depreciation,3,6,5,5,5,5,5,6,6,7,8,8,9
Profit before tax,4,-7,-6,-6,2,4,5,-4,9,11,7,8,9
Tax %,44%,-15%,-21%,-4%,40%,-82%,-14%,-21%,13%,20%,23%,25%,
Net Profit+,3,-6,-5,-5,1,7,6,-3,7,9,5,6,7
EPS in Rs,50.20,-0.95,-0.77,-0.82,0.19,1.12,0.89,-0.48,1.14,1.35,0.78,0.92,1.06
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,4%,9%,8%,
