Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,309,339,315,304,300,357,349,280,388,451,461,550,548
Expenses+,273,317,286,278,281,332,330,263,364,426,411,482,483
Operating Profit,36,22,29,26,18,25,19,17,24,25,51,69,65
OPM %,12%,7%,9%,9%,6%,7%,5%,6%,6%,6%,11%,13%,12%
Other Income+,1,8,-0,3,1,0,1,2,0,10,-1,1,2
Interest,7,5,4,4,4,5,8,5,5,6,7,10,12
Depreciation,12,15,14,14,14,13,14,13,12,13,12,16,16
Profit before tax,18,11,10,11,1,7,-2,1,7,15,30,43,39
Tax %,39%,19%,24%,35%,197%,26%,-232%,-127%,23%,9%,25%,28%,
Net Profit+,11,9,8,7,-1,5,3,2,6,14,23,31,28
EPS in Rs,20.47,16.74,14.92,13.00,-1.42,10.06,5.60,3.15,10.87,26.32,42.72,57.56,52.67
Dividend Payout %,20%,17%,17%,19%,-22%,20%,25%,20%,21%,16%,22%,25%,
