Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,584","1,626","1,490","1,506","1,321","1,500","1,230","1,118","1,253","1,316","1,429","1,404","1,428"
Expenses+,"1,418","1,471","1,346","1,339","1,190","1,326","1,071",991,"1,081","1,132","1,268","1,243","1,272"
Operating Profit,166,155,144,167,131,174,159,127,172,184,162,160,156
OPM %,10%,10%,10%,11%,10%,12%,13%,11%,14%,14%,11%,11%,11%
Other Income+,14,29,5,1,5,7,18,6,-8,10,105,23,30
Interest,103,83,75,80,76,81,83,72,62,68,65,59,57
Depreciation,51,51,52,53,47,49,80,78,77,70,66,69,70
Profit before tax,26,50,21,36,13,50,14,-16,25,55,136,55,59
Tax %,47%,43%,41%,45%,94%,45%,-184%,34%,38%,23%,10%,22%,
Net Profit+,14,29,12,20,1,27,39,-22,15,43,122,43,42
EPS in Rs,24.86,45.18,19.36,30.94,1.14,43.32,61.60,-34.49,24.40,67.48,192.09,67.87,66.89
Dividend Payout %,0%,0%,0%,0%,0%,5%,0%,0%,0%,11%,6%,3%,
