Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,304,200,416,358,196,158,208,168,0,0,6,74,90
Expenses+,271,201,334,230,104,91,163,128,1,1,4,28,25
Operating Profit,34,-1,82,128,93,67,44,40,-1,-1,2,46,65
OPM %,11%,-0%,20%,36%,47%,42%,21%,24%,,,35%,62%,72%
Other Income+,22,47,15,-24,-18,10,-3,1,0,45,0,3,5
Interest,18,21,23,21,15,12,10,13,0,0,1,1,7
Depreciation,10,13,19,21,22,21,42,36,14,8,1,0,6
Profit before tax,27,12,55,62,38,44,-12,-8,-14,36,0,48,57
Tax %,41%,63%,14%,2%,6%,8%,-5%,12%,0%,0%,"-2,042%",2%,
Net Profit+,16,4,47,61,36,41,-11,-9,-14,36,6,46,53
EPS in Rs,0.96,0.26,2.81,3.63,2.13,2.45,-0.66,-0.51,-0.85,11.43,1.39,11.62,13.23
Dividend Payout %,16%,59%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
