Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,697,922,842,"1,045","1,080","1,200","1,228","1,305","1,566","1,802","1,725","1,681","1,752"
Expenses+,642,831,797,927,997,"1,142","1,029","1,060","1,348","1,654","1,523","1,520","1,549"
Operating Profit,56,90,45,118,82,57,200,245,218,148,203,161,203
OPM %,8%,10%,5%,11%,8%,5%,16%,19%,14%,8%,12%,10%,12%
Other Income+,5,0,6,21,28,24,30,25,27,16,38,57,39
Interest,9,38,46,47,47,51,63,69,64,66,68,69,70
Depreciation,28,34,37,40,44,46,49,63,62,69,74,79,80
Profit before tax,24,19,-31,50,19,-16,117,138,119,28,99,70,93
Tax %,-24%,6%,-31%,27%,40%,-39%,35%,32%,35%,38%,40%,36%,
Net Profit+,30,18,-21,37,11,-10,76,93,78,17,60,45,60
EPS in Rs,11.09,6.71,-8.04,13.72,4.26,-3.65,28.43,35.02,28.26,6.23,21.72,16.39,21.91
Dividend Payout %,27%,30%,-6%,5%,12%,-14%,4%,4%,5%,24%,7%,9%,
