Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,203","2,149","2,029","2,132","2,133","2,305","2,083","2,112","3,594","2,797","3,050","3,285","3,283"
Expenses+,"1,846","1,929","1,804","1,944","2,040","2,070","2,019","1,914","2,783","2,585","2,951","3,124","3,116"
Operating Profit,357,220,225,188,94,236,64,198,811,212,99,161,167
OPM %,16%,10%,11%,9%,4%,10%,3%,9%,23%,8%,3%,5%,5%
Other Income+,7,12,18,22,9,12,6,7,14,44,-1,34,32
Interest,71,86,63,47,55,60,67,69,75,33,70,79,71
Depreciation,88,131,101,96,94,84,82,82,75,73,88,95,95
Profit before tax,204,15,79,68,-46,104,-78,54,675,150,-61,21,33
Tax %,29%,-37%,36%,32%,-30%,37%,-32%,23%,26%,26%,-17%,42%,
Net Profit+,146,20,51,46,-32,65,-53,41,502,111,-51,12,22
EPS in Rs,40.37,5.64,14.09,12.73,-8.91,18.04,-14.70,11.47,139.11,30.69,-14.15,3.42,6.00
Dividend Payout %,2%,18%,11%,12%,-6%,6%,0%,13%,3%,5%,-7%,29%,
