Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,35,49,51,53,35,34,22,52,34,109,149,243,219
Expenses+,16,19,14,16,29,49,29,44,41,85,102,155,144
Operating Profit,19,29,37,36,5,-14,-7,9,-7,24,47,89,75
OPM %,54%,60%,73%,69%,16%,-42%,-34%,17%,-21%,22%,31%,36%,34%
Other Income+,1,1,5,5,2,1,1,2,2,2,3,5,6
Interest,0,0,0,0,0,0,1,1,1,1,1,0,0
Depreciation,0,1,1,2,4,4,4,5,5,7,8,7,7
Profit before tax,20,30,41,39,3,-17,-10,6,-11,18,41,86,73
Tax %,19%,22%,24%,12%,95%,-1%,-2%,-22%,-16%,32%,28%,27%,
Net Profit+,16,22,31,35,0,-17,-10,7,-9,12,29,63,54
EPS in Rs,11.22,15.84,21.67,24.19,0.19,-11.83,-7.07,4.55,-6.62,8.14,19.56,41.84,35.69
Dividend Payout %,11%,13%,17%,19%,870%,-4%,0%,0%,0%,12%,10%,10%,
