Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,787,798,868,"1,009","1,046","1,162","1,480","1,450","1,577","1,990","2,348","2,737","2,842"
Expenses+,751,750,810,935,966,"1,053","1,342","1,243","1,361","1,731","2,072","2,440","2,550"
Operating Profit,36,49,58,74,80,109,138,207,216,258,275,297,292
OPM %,5%,6%,7%,7%,8%,9%,9%,14%,14%,13%,12%,11%,10%
Other Income+,5,4,7,12,21,34,36,31,42,42,45,49,57
Interest,15,17,17,21,22,21,19,15,13,12,15,17,13
Depreciation,11,12,13,12,13,20,24,28,28,29,36,44,48
Profit before tax,15,24,35,54,66,102,131,195,217,259,269,285,289
Tax %,68%,52%,51%,46%,40%,35%,28%,27%,26%,25%,27%,27%,
Net Profit+,5,11,17,29,40,66,94,143,162,195,195,208,211
EPS in Rs,0.31,0.67,1.05,2.07,2.74,4.45,6.38,9.81,11.10,13.41,13.37,14.17,14.33
Dividend Payout %,62%,43%,28%,16%,12%,10%,9%,10%,9%,9%,11%,10%,
