Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,247,237,228,228,247,286,258,237,295,355,352,352,361
Expenses+,241,236,221,219,240,275,252,229,292,352,334,338,349
Operating Profit,5,1,7,9,7,11,6,8,3,3,19,15,11
OPM %,2%,0%,3%,4%,3%,4%,2%,3%,1%,1%,5%,4%,3%
Other Income+,6,1,2,2,3,3,5,1,5,3,3,3,3
Interest,3,4,3,3,2,3,2,2,3,5,4,5,4
Depreciation,8,7,6,5,4,5,5,6,6,6,6,6,6
Profit before tax,0,-9,0,1,4,6,3,2,0,-5,12,6,4
Tax %,"4,442%",63%,232%,-23%,-0%,-9%,16%,-186%,38%,-11%,13%,16%,
Net Profit+,-5,-15,-0,2,4,7,3,6,0,-5,10,5,3
EPS in Rs,-13.27,-36.98,-1.04,4.47,9.56,17.92,6.40,15.25,0.20,-12.15,25.64,13.14,8.00
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8%,11%,
