Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,13,-0,4,15,2,3,2,13,18,3,44,2,13
Expenses+,3,3,3,3,2,9,9,1,2,5,3,11,22
Operating Profit,10,-3,1,12,0,-5,-7,12,16,-2,42,-9,-9
OPM %,77%,,28%,79%,5%,-152%,-369%,90%,90%,-60%,94%,-596%,-75%
Other Income+,0,0,0,0,0,0,0,0,0,0,0,0,0
Interest,0,0,0,0,0,0,0,0,0,0,0,1,1
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,10,-4,1,12,-0,-6,-7,12,16,-2,41,-10,-11
Tax %,12%,1%,12%,11%,323%,4%,0%,-0%,3%,-5%,9%,18%,
Net Profit+,6,-2,3,12,-1,-6,-7,12,15,-2,38,-12,-11
EPS in Rs,2.33,-0.94,1.45,4.88,-0.77,-8.11,-10.30,16.46,21.28,-2.82,52.59,-16.83,-15.43
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,5%,-38%,3%,-6%,
