Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,117,129,130,129,164,167,182,206,252,296,284,368,382
Expenses+,98,111,113,104,133,137,146,162,209,267,252,320,331
Operating Profit,19,18,17,25,31,30,36,43,43,29,32,48,51
OPM %,16%,14%,13%,20%,19%,18%,20%,21%,17%,10%,11%,13%,13%
Other Income+,1,0,0,0,0,0,1,1,0,0,1,0,0
Interest,1,2,2,2,1,1,2,2,8,16,13,11,11
Depreciation,2,3,3,3,3,3,3,3,11,17,17,16,16
Profit before tax,16,13,12,21,27,25,32,38,23,-4,3,20,23
Tax %,35%,27%,34%,34%,35%,29%,25%,26%,39%,-21%,-16%,27%,
Net Profit+,10,9,8,14,18,18,24,28,14,-3,4,15,17
EPS in Rs,8.72,7.94,6.37,11.39,14.76,15.11,20.31,23.94,12.02,-2.52,3.01,12.07,13.92
Dividend Payout %,16%,0%,22%,13%,10%,9%,7%,0%,0%,0%,0%,0%,
