Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,680,652,489,688,712,727,19,28,17,6,1,3,4
Expenses+,606,584,423,584,603,654,20,28,18,6,1,1,1
Operating Profit,74,67,66,105,110,72,-1,0,-1,0,0,2,3
OPM %,11%,10%,13%,15%,15%,10%,-4%,0%,-3%,1%,35%,69%,69%
Other Income+,8,9,7,122,-9,-277,-6,-5,-393,-55,-25,73,73
Interest,10,12,12,18,16,27,2,2,3,0,0,2,2
Depreciation,21,28,33,39,41,37,1,1,3,1,0,0,0
Profit before tax,51,37,28,170,44,-269,-10,-8,-400,-55,-25,72,74
Tax %,11%,12%,20%,0%,11%,-0%,1%,1%,-0%,1%,-0%,0%,
Net Profit+,45,32,22,170,40,-287,-25,-22,-413,-64,-209,72,74
EPS in Rs,6.50,4.29,2.73,13.28,3.92,-29.87,-2.64,-2.35,-43.61,-6.79,-22.06,7.63,7.76
Dividend Payout %,0%,5%,0%,2%,5%,0%,0%,0%,0%,0%,0%,0%,
