Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,510,441,509,514,600,710,829,823,"1,021","1,239","1,323","1,629","1,573"
Expenses+,450,411,458,452,526,621,731,708,880,"1,072","1,118","1,335","1,320"
Operating Profit,60,29,51,62,75,90,98,115,141,168,205,294,252
OPM %,12%,7%,10%,12%,12%,13%,12%,14%,14%,14%,15%,18%,16%
Other Income+,16,19,21,28,16,14,10,10,12,11,11,18,23
Interest,2,1,1,1,1,2,3,4,4,2,2,2,0
Depreciation,13,19,19,17,17,22,33,38,35,34,35,29,28
Profit before tax,61,28,52,71,73,80,72,84,114,143,178,281,247
Tax %,37%,21%,30%,25%,31%,31%,26%,24%,26%,24%,25%,25%,
Net Profit+,39,23,36,54,50,55,53,64,85,109,133,211,188
EPS in Rs,6.05,3.52,5.67,8.38,7.78,8.60,8.33,9.93,13.18,16.80,20.58,32.52,28.95
Dividend Payout %,33%,28%,25%,24%,31%,29%,32%,35%,30%,33%,32%,31%,
