Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,188","3,660","2,769","2,803","2,710","3,167","3,609","4,261","4,734","5,140","5,106","5,473","5,572"
Expenses+,"2,768","3,144","2,334","2,389","2,300","2,684","2,883","3,450","3,923","4,216","4,147","4,783","4,827"
Operating Profit,419,516,435,414,410,483,726,812,812,924,959,691,745
OPM %,13%,14%,16%,15%,15%,15%,20%,19%,17%,18%,19%,13%,13%
Other Income+,91,88,82,70,39,51,-64,69,112,168,76,118,102
Interest,5,5,10,7,11,10,14,13,13,22,20,17,18
Depreciation,65,25,25,29,33,44,65,74,64,80,74,85,91
Profit before tax,441,574,482,448,404,480,583,794,847,990,941,707,737
Tax %,34%,33%,35%,35%,26%,30%,19%,38%,24%,23%,21%,20%,
Net Profit+,290,383,315,291,300,337,474,493,645,758,740,568,609
EPS in Rs,79.06,104.59,89.13,82.31,87.41,98.18,105.58,109.72,143.58,168.71,164.77,126.38,135.49
Dividend Payout %,7%,20%,19%,21%,21%,18%,24%,105%,104%,77%,85%,99%,
