Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,351.88,354.26,225.38,92.87,144.25,147.14,162.76,28.69,363.26,303.43,76.75,60.64,32.25
Expenses+,317.99,321.78,229.00,93.05,149.06,147.20,174.65,31.65,379.92,315.65,60.68,55.30,27.21
Operating Profit,33.89,32.48,-3.62,-0.18,-4.81,-0.06,-11.89,-2.96,-16.66,-12.22,16.07,5.34,5.04
OPM %,9.63%,9.17%,-1.61%,-0.19%,-3.33%,-0.04%,-7.31%,-10.32%,-4.59%,-4.03%,20.94%,8.81%,15.63%
Other Income+,0.32,2.34,-67.08,-45.18,1.00,0.79,0.74,1.31,1.52,0.26,146.37,1.78,1.89
Interest,12.75,13.18,22.12,0.43,0.16,0.20,0.20,0.24,0.09,0.07,0.04,0.04,0.04
Depreciation,10.66,9.93,11.57,10.37,9.99,9.76,9.75,9.55,9.15,9.15,8.35,0.81,0.86
Profit before tax,10.80,11.71,-104.39,-56.16,-13.96,-9.23,-21.10,-11.44,-24.38,-21.18,154.05,6.27,6.03
Tax %,34.81%,38.86%,0.00%,-0.07%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,-0.16%,
Net Profit+,7.05,7.16,-104.39,-56.12,-13.99,-9.23,-21.10,-11.44,-24.38,-21.18,153.99,6.28,6.03
EPS in Rs,3.20,3.25,-34.80,-16.27,-4.06,-2.68,-6.12,-3.32,-7.07,-6.14,44.63,1.82,1.75
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
