Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,95,65,51,52,73,75,61,63,69,76,117,150,152
Expenses+,79,47,47,49,67,69,58,54,59,67,101,133,133
Operating Profit,17,17,4,3,6,5,3,9,10,9,16,17,19
OPM %,17%,27%,8%,5%,8%,7%,4%,14%,14%,12%,14%,11%,12%
Other Income+,2,2,3,3,4,7,6,17,18,15,27,11,11
Interest,5,6,5,4,4,3,3,3,5,5,4,3,4
Depreciation,3,2,2,2,1,2,3,3,2,2,3,4,5
Profit before tax,11,11,0,-0,5,7,3,20,20,18,36,20,22
Tax %,51%,32%,181%,21%,4%,11%,-73%,8%,8%,11%,5%,15%,
Net Profit+,5,8,-0,0,6,6,5,18,19,16,34,17,18
EPS in Rs,0.34,0.49,-0.02,0.02,0.41,0.41,0.29,1.19,1.19,1.02,2.12,1.01,1.06
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
