Metric,Mar 2012,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,81,174,183,158,195,158,156,153,288,163,15,0,0
Expenses+,80,167,176,151,188,149,148,147,275,152,23,19,21
Operating Profit,1,8,7,6,8,9,8,6,13,11,-8,-19,-21
OPM %,1%,5%,4%,4%,4%,6%,5%,4%,4%,6%,-56%,,
Other Income+,0,0,0,0,0,0,1,0,1,0,0,3,3
Interest,0,5,4,4,4,4,4,4,4,4,1,3,3
Depreciation,1,2,2,2,1,1,1,1,1,1,1,1,1
Profit before tax,0,1,1,1,3,4,4,1,8,5,-10,-21,-22
Tax %,18%,-14%,33%,30%,37%,25%,26%,24%,26%,27%,-5%,0%,
Net Profit+,0,1,1,1,2,3,3,1,6,4,-10,-21,-22
EPS in Rs,0.01,0.11,0.02,0.02,0.04,0.08,0.06,0.02,0.14,0.09,-0.22,-0.49,-0.52
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
