Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,468","1,647","1,621","1,587","1,847","2,157","2,204","2,285","3,038","3,065","2,587","2,895","3,005"
Expenses+,"1,360","1,542","1,429","1,433","1,713","1,995","1,943","1,893","2,467","2,682","2,404","2,607","2,693"
Operating Profit,109,105,191,154,133,161,261,393,572,383,183,288,312
OPM %,7%,6%,12%,10%,7%,7%,12%,17%,19%,12%,7%,10%,10%
Other Income+,-22,8,-1,15,34,20,19,37,48,51,68,74,82
Interest,43,40,30,36,52,56,53,42,40,55,89,100,108
Depreciation,45,35,36,42,51,54,65,59,63,75,89,100,106
Profit before tax,-2,38,124,91,64,72,163,329,517,304,72,163,181
Tax %,206%,28%,22%,6%,-1%,15%,30%,28%,23%,20%,14%,18%,
Net Profit+,-6,28,96,86,64,61,113,237,397,244,62,133,145
EPS in Rs,-1.88,9.47,32.96,29.36,22.07,20.93,38.85,86.78,145.28,92.95,23.69,50.81,55.34
Dividend Payout %,-35%,25%,20%,23%,18%,19%,26%,19%,16%,5%,13%,8%,
