Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"8,254","9,692","11,872","14,406","17,281","22,261","28,783","29,000","30,822","36,368","45,748","48,668","47,307"
Interest,"5,363","6,272","7,355","8,343","9,783","13,415","16,724","15,472","15,822","18,776","25,132","29,636","29,982"
Expenses+,"2,555","3,133","4,188","5,684","6,555","9,283","12,611","15,997","15,840","15,525","17,638","22,616","24,903"
Financing Profit,335,288,329,379,942,-437,-553,"-2,469",-839,"2,067","2,978","-3,584","-7,577"
Financing Margin %,4%,3%,3%,3%,5%,-2%,-2%,-9%,-3%,6%,7%,-7%,-16%
Other Income+,"1,891","2,548","3,297","4,171","4,750","5,647","6,951","6,559","7,334","8,166","9,388","7,684","6,863"
Depreciation,98,127,157,191,212,229,278,305,321,373,425,485,0
Profit before tax,"2,128","2,709","3,469","4,360","5,481","4,981","6,121","3,784","6,174","9,860","11,942","3,615",-714
Tax %,34%,34%,34%,34%,34%,34%,28%,25%,25%,25%,25%,27%,
Net Profit+,"1,408","1,794","2,286","2,868","3,606","3,301","4,418","2,836","4,611","7,390","8,950","2,643",-595
EPS in Rs,26.80,33.88,38.43,47.95,60.08,54.77,63.70,36.68,59.52,95.24,114.99,33.92,-7.64
Dividend Payout %,13%,12%,12%,13%,12%,14%,0%,14%,14%,15%,14%,0%,
