Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,1,7,13,29,42,40,40,51,74,74,80,115,120
Expenses+,1,7,13,28,41,39,39,49,71,72,78,111,117
Operating Profit,0,0,0,1,1,1,1,2,3,3,2,4,3
OPM %,2%,2%,2%,2%,2%,2%,3%,3%,4%,4%,3%,3%,3%
Other Income+,0,0,0,0,0,0,0,0,0,0,2,2,3
Interest,0,0,0,0,0,0,0,1,1,0,1,0,0
Depreciation,0,0,0,0,0,0,0,1,1,1,1,1,1
Profit before tax,0,0,0,0,0,0,0,0,1,2,3,4,5
Tax %,0%,27%,29%,28%,20%,15%,29%,26%,28%,28%,28%,22%,
Net Profit+,0,0,0,0,0,0,0,0,1,1,2,3,4
EPS in Rs,0.02,0.12,0.18,0.36,0.03,0.03,0.02,0.02,0.05,0.06,0.12,0.20,0.22
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
