Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,201","2,282","2,502","2,452","2,299","2,199","2,083","1,117","1,500","1,711","1,695","1,806","1,839"
Expenses+,"1,888","2,021","2,164","2,150","1,933","2,204","1,935","1,236","1,473","1,848","1,766","1,838","1,860"
Operating Profit,313,261,338,302,366,-5,148,-119,28,-137,-71,-33,-21
OPM %,14%,11%,14%,12%,16%,-0%,7%,-11%,2%,-8%,-4%,-2%,-1%
Other Income+,162,162,141,226,289,191,-210,206,176,151,128,213,204
Interest,65,47,63,95,81,114,99,56,55,76,78,67,65
Depreciation,86,100,102,125,121,108,182,137,135,132,119,98,94
Profit before tax,324,275,314,308,452,-36,-344,-106,14,-193,-140,15,24
Tax %,28%,21%,26%,22%,21%,-144%,-1%,-43%,-52%,30%,-35%,8%,
Net Profit+,231,216,219,219,352,16,-345,-65,19,-252,-91,14,30
EPS in Rs,8.92,7.73,7.45,7.32,13.20,-0.52,-14.86,-3.04,0.76,-9.77,-3.46,0.08,0.60
Dividend Payout %,4%,5%,5%,5%,3%,-77%,0%,0%,0%,0%,0%,0%,
