Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,509","2,688","3,060","3,014","4,634","6,166","3,556","3,249","2,802","2,262","1,857","1,568","1,442"
Expenses+,"1,885","1,955","2,035","2,046","3,310","4,112","1,438","1,200","1,145","1,255","1,096","1,039","1,004"
Operating Profit,624,733,"1,025",968,"1,324","2,055","2,119","2,050","1,657","1,006",761,529,437
OPM %,25%,27%,34%,32%,29%,33%,60%,63%,59%,44%,41%,34%,30%
Other Income+,-52,63,64,61,46,"-1,521","-1,915",-797,"-2,643","-1,967",-391,-309,-310
Interest,133,175,209,229,396,629,565,418,325,278,267,269,266
Depreciation,597,614,591,691,"1,072","1,441","1,426","1,532","1,071",849,472,439,439
Profit before tax,-158,7,290,109,-98,"-1,536","-1,787",-698,"-2,381","-2,088",-369,-488,-578
Tax %,0%,57%,-139%,25%,-13%,-24%,-7%,71%,-22%,-19%,433%,0%,
Net Profit+,-158,3,692,82,-85,"-1,163","-1,655","-1,190","-1,867","-1,684","-1,967",-488,-581
EPS in Rs,-1.48,0.03,6.50,0.86,-0.41,-6.22,-8.90,-6.40,-9.95,-9.14,-10.68,-2.65,-3.14
Dividend Payout %,0%,0%,0%,0%,0%,-8%,0%,0%,0%,0%,0%,0%,
