Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,216","1,310","1,403","1,263","1,314","1,390","1,384","1,297","1,530","1,777","2,207","2,637","2,716"
Expenses+,"1,300","1,334","1,361","1,389","1,333","1,360","1,357","1,233","1,444","1,609","1,911","2,253","2,336"
Operating Profit,-84,-23,42,-126,-19,30,27,64,86,168,296,383,380
OPM %,-7%,-2%,3%,-10%,-1%,2%,2%,5%,6%,9%,13%,15%,14%
Other Income+,8,70,9,19,25,15,13,6,7,27,5,42,39
Interest,26,38,43,42,44,44,48,48,48,53,69,49,46
Depreciation,23,25,26,27,27,26,22,22,17,19,22,25,27
Profit before tax,-125,-17,-18,-176,-65,-24,-30,-1,28,124,210,350,346
Tax %,0%,67%,0%,0%,0%,0%,0%,0%,0%,0%,18%,24%,
Net Profit+,-125,-29,-18,-176,-65,-24,-30,-1,28,124,172,268,259
EPS in Rs,-5.22,-1.19,-0.76,-7.36,-2.70,-1.02,-1.24,-0.04,1.16,5.17,7.19,11.20,10.81
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
