Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,889","4,140","4,113","4,658","4,877","3,892","3,284","3,302","4,625","5,787","6,763","5,462","5,503"
Expenses+,840,"1,361","1,561","2,944","3,352","2,623","2,396","2,144","3,512","4,666","4,527","3,608","3,752"
Operating Profit,"2,050","2,779","2,552","1,713","1,525","1,268",887,"1,157","1,113","1,121","2,236","1,855","1,750"
OPM %,71%,67%,62%,37%,31%,33%,27%,35%,24%,19%,33%,34%,32%
Other Income+,24,90,75,87,41,219,"-1,074",293,235,129,-73,245,230
Interest,"1,524","2,189","2,478","2,777","2,614","1,474",652,579,556,560,449,414,392
Depreciation,499,518,635,771,819,528,479,480,481,464,465,470,469
Profit before tax,51,162,-485,"-1,748","-1,867",-515,"-1,318",392,310,225,"1,249","1,216","1,120"
Tax %,8%,-4%,-50%,-26%,-9%,-29%,63%,28%,65%,75%,18%,33%,
Net Profit+,47,169,-243,"-1,295","-1,690",-367,"-2,147",281,107,55,"1,022",814,743
EPS in Rs,0.11,0.51,-0.87,-2.06,-2.66,-0.64,-3.16,0.39,0.16,0.08,1.49,1.19,1.09
Dividend Payout %,61%,2%,-115%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
