Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,207,288,337,441,839,"1,159",633,676,"1,294","1,962","3,150","3,993","4,528"
Expenses+,228,291,315,375,683,983,484,534,"1,149","1,787","2,898","3,676","4,226"
Operating Profit,-20,-2,22,67,156,176,149,142,145,175,252,316,302
OPM %,-10%,-1%,7%,15%,19%,15%,23%,21%,11%,9%,8%,8%,7%
Other Income+,2,7,5,16,31,66,73,19,18,71,25,71,83
Interest,1,1,1,4,6,6,4,4,2,2,3,9,9
Depreciation,7,13,18,22,66,82,87,75,63,62,67,70,72
Profit before tax,-27,-10,9,56,115,153,130,82,98,182,208,308,304
Tax %,0%,-0%,-1%,23%,23%,18%,17%,14%,15%,25%,25%,23%,
Net Profit+,-26,-11,9,44,88,126,108,70,84,136,156,236,225
EPS in Rs,-0.13,-0.05,0.04,0.16,0.32,0.38,0.32,0.22,0.26,0.42,0.45,0.65,0.63
Dividend Payout %,0%,0%,0%,0%,3%,0%,6%,9%,15%,10%,9%,0%,
