Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,882","4,172",27,22,970,762,70,182,272,232,429,528,595
Expenses+,"3,739","4,169",8,21,943,737,148,71,201,232,350,465,537
Operating Profit,142,3,19,1,27,25,-78,111,71,-0,79,63,58
OPM %,4%,0%,72%,3%,3%,3%,-112%,61%,26%,-0%,18%,12%,10%
Other Income+,60,39,-208,497,54,31,42,198,407,746,159,206,242
Interest,60,100,-0,0,2,23,7,5,5,6,16,29,54
Depreciation,44,74,0,0,2,4,28,26,23,22,29,42,42
Profit before tax,99,-132,-189,497,78,29,-71,279,450,718,193,197,204
Tax %,21%,22%,2%,-11%,34%,-10%,-20%,16%,20%,25%,21%,28%,
Net Profit+,78,-161,-192,551,52,32,-57,233,360,542,152,143,144
EPS in Rs,22.69,-28.92,-35.75,171.17,14.96,9.41,-15.64,66.36,102.60,154.99,43.74,41.19,41.55
Dividend Payout %,20%,-14%,-11%,1%,23%,43%,-3%,4%,4%,3%,11%,12%,
