Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,62,62,187,134,152,121,132,176,285,393,756,921,971
Expenses+,46,36,160,103,113,85,93,134,194,286,531,626,643
Operating Profit,16,26,28,30,39,36,39,41,92,107,225,295,328
OPM %,25%,42%,15%,23%,26%,29%,29%,23%,32%,27%,30%,32%,34%
Other Income+,0,-0,0,1,0,0,0,0,1,2,3,1,18
Interest,9,17,19,19,21,20,17,15,15,22,41,66,80
Depreciation,1,2,2,2,3,3,3,3,3,5,7,8,12
Profit before tax,6,6,7,10,16,12,18,23,74,82,181,221,255
Tax %,38%,25%,39%,41%,24%,28%,32%,27%,27%,27%,28%,26%,
Net Profit+,3,5,4,6,12,6,12,17,54,60,131,163,189
EPS in Rs,0.70,1.02,0.86,1.26,1.22,0.59,1.24,1.17,2.69,3.02,6.56,8.15,8.94
Dividend Payout %,29%,20%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
