Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,615","6,202","5,894","5,612","5,767","6,117","4,026","2,200","2,047","1,874","1,388","1,076","1,022"
Expenses+,"5,095","5,600","5,184","4,972","5,119","5,408","3,921","2,193","2,033","1,862","1,359","1,053",993
Operating Profit,520,603,710,640,648,709,105,7,14,12,30,23,29
OPM %,9%,10%,12%,11%,11%,12%,3%,0%,1%,1%,2%,2%,3%
Other Income+,41,32,73,157,134,113,67,59,44,88,16,69,68
Interest,335,393,429,445,452,471,517,644,755,839,80,15,11
Depreciation,140,154,206,199,184,168,138,125,105,86,70,55,46
Profit before tax,86,87,149,153,147,183,-483,-702,-801,-825,-103,22,40
Tax %,31%,39%,29%,12%,23%,33%,-34%,-33%,-34%,-43%,-30%,44%,
Net Profit+,59,53,105,134,113,122,-321,-469,-527,-471,-72,12,27
EPS in Rs,11.82,11.59,21.75,27.65,22.81,21.40,-56.14,-82.13,-92.42,-82.41,-12.65,1.72,3.21
Dividend Payout %,4%,4%,2%,2%,2%,2%,0%,0%,0%,0%,0%,0%,
