Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,133,158,148,134,136,139,146,68,127,197,200,218,230
Expenses+,101,113,107,97,96,100,104,58,96,142,148,164,176
Operating Profit,32,45,41,37,40,38,42,11,30,55,52,54,54
OPM %,24%,28%,28%,28%,30%,28%,29%,16%,24%,28%,26%,25%,23%
Other Income+,2,1,3,5,6,5,6,4,6,6,10,14,12
Interest,2,2,2,3,2,2,2,1,2,3,3,2,2
Depreciation,4,5,6,7,7,9,12,11,12,14,15,14,14
Profit before tax,29,39,36,33,37,33,34,2,23,44,44,52,50
Tax %,31%,30%,35%,34%,27%,22%,23%,-17%,23%,21%,22%,25%,
Net Profit+,20,28,23,21,27,26,26,2,18,34,34,39,38
EPS in Rs,7.35,9.74,8.10,7.47,9.57,9.11,9.59,0.87,6.50,12.75,12.89,14.74,14.44
Dividend Payout %,22%,23%,23%,35%,0%,0%,31%,0%,0%,0%,0%,0%,
