Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,113,119,120,158,175,248,278,299,368,402,516,735,748
Expenses+,95,99,100,137,166,225,240,248,321,338,417,608,628
Operating Profit,18,20,20,21,9,23,38,52,47,64,99,127,120
OPM %,16%,17%,16%,13%,5%,9%,14%,17%,13%,16%,19%,17%,16%
Other Income+,1,1,2,3,5,7,8,3,6,13,6,10,14
Interest,5,6,5,6,7,8,10,10,9,10,11,13,14
Depreciation,3,4,4,4,6,7,8,9,10,11,11,17,18
Profit before tax,10,11,12,15,1,14,28,36,35,56,83,108,102
Tax %,22%,31%,39%,32%,72%,44%,28%,16%,7%,8%,20%,19%,
Net Profit+,8,8,7,10,0,8,20,31,32,52,67,87,82
EPS in Rs,1.61,1.59,1.52,2.11,0.06,1.30,3.40,5.14,5.39,8.59,10.79,13.97,13.11
Dividend Payout %,17%,20%,26%,0%,348%,23%,14%,12%,13%,14%,13%,14%,
