Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"8,476","9,177","10,359","10,903","13,502","15,536","16,561","17,422","19,255","30,492","34,973","43,941","45,601"
Interest,"4,233","4,706","5,088","5,219","6,409","7,564","8,313","9,089","9,773","12,987","14,868","18,529","20,901"
Expenses+,"2,244","2,781","3,447","3,712","3,288","4,171","4,683","4,932","5,816","8,706","9,877","12,279","12,498"
Financing Profit,"1,999","1,691","1,824","1,972","3,805","3,801","3,565","3,402","3,666","8,799","10,228","13,132","12,203"
Financing Margin %,24%,18%,18%,18%,28%,24%,22%,20%,19%,29%,29%,30%,27%
Other Income+,4,2,3,1,127,20,14,14,18,16,225,157,"1,595"
Depreciation,33,43,38,35,37,43,141,137,135,601,569,645,681
Profit before tax,"1,970","1,650","1,789","1,938","3,896","3,778","3,439","3,278","3,549","8,214","9,884","12,644","13,117"
Tax %,31%,38%,34%,35%,35%,32%,27%,24%,24%,27%,25%,24%,
Net Profit+,"1,358","1,028","1,184","1,266","2,549","2,576","2,512","2,499","2,721","6,020","7,399","9,576","9,866"
EPS in Rs,10.73,8.13,9.35,10.00,20.14,20.36,19.86,17.71,20.12,32.11,39.20,50.81,52.45
Dividend Payout %,12%,22%,19%,7%,10%,11%,5%,18%,20%,22%,23%,19%,
