Metric,Mar 2009,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,71,90,102,93,89,85,80,54,65,68,58,49,49
Expenses+,37,64,80,74,73,74,72,49,61,65,64,61,60
Operating Profit,34,26,22,19,16,11,7,5,4,3,-6,-12,-11
OPM %,47%,29%,22%,20%,18%,13%,9%,10%,7%,4%,-11%,-24%,-21%
Other Income+,10,11,12,16,14,17,18,18,17,23,28,27,26
Interest,2,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,5,11,12,14,14,14,14,13,10,6,3,1,1
Profit before tax,37,26,22,21,16,14,11,10,11,20,19,14,14
Tax %,34%,10%,24%,18%,33%,31%,12%,4%,22%,11%,30%,12%,
Net Profit+,45,23,17,17,11,9,10,10,8,18,13,12,12
EPS in Rs,29.77,15.21,10.95,11.27,7.20,6.17,6.43,6.39,5.53,11.64,8.82,7.93,8.01
Dividend Payout %,12%,23%,32%,31%,49%,49%,47%,47%,54%,30%,40%,44%,
