Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"1,292","1,284","1,204","1,089","1,013",971,988,931,917,"1,071","1,207","1,320","1,437"
Interest,"1,012",985,900,757,668,625,614,601,554,595,749,837,893
Expenses+,574,607,566,410,460,377,427,394,474,498,515,556,620
Financing Profit,-294,-308,-261,-78,-114,-30,-53,-64,-112,-22,-57,-72,-77
Financing Margin %,-23%,-24%,-22%,-7%,-11%,-3%,-5%,-7%,-12%,-2%,-5%,-5%,-5%
Other Income+,73,85,77,111,102,53,113,122,169,75,153,169,159
Depreciation,31,18,25,20,13,11,13,15,20,21,25,25,0
Profit before tax,-252,-241,-209,12,-25,12,46,43,37,32,70,72,82
Tax %,0%,0%,-0%,0%,0%,0%,-43%,13%,3%,-56%,18%,7%,
Net Profit+,-252,-241,-209,12,-25,12,66,37,36,49,58,67,84
EPS in Rs,-12.82,-8.72,-7.57,0.38,-0.63,0.30,1.67,0.94,0.91,1.25,1.46,1.69,2.13
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
